Livre	NOM	livre
couloir	NOM	couloir
,	PUN	,
qui	PRO:REL	qui
ont	VER:pres	avoir
disparu	VER:pper	disparaître
aujourd'hui	ADV	aujourd'hui
,	PUN	,
existaient	VER:impf	exister
encore	ADV	encore
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
une	DET:ART	un
quinzaine	NOM	quinzaine
d'	PRP	de
années	NOM	année
.	SENT	.
<EOS>	<EOS>	<EOS>
En	PRP	en
93	NUM	@card@
,	PUN	,
un	DET:ART	un
chaudronnier	NOM	chaudronnier
avait	VER:impf	avoir
acheté	VER:pper	acheter
la	DET:ART	le
maison	NOM	maison
pour	PRP	pour
la	PRO:PER	la
démolir	VER:infi	démolir
,	PUN	,
mais	KON	mais
n'	ADV	ne
ayant	VER:ppre	avoir
pu	VER:pper	pouvoir
en	PRP	en
payer	VER:infi	payer
le	DET:ART	le
prix	NOM	prix
,	PUN	,
la	DET:ART	le
nation	NOM	nation
le	PRO:PER	le
mit	VER:simp	mettre
en	PRP	en
faillite	NOM	faillite
.	SENT	.
<EOS>	<EOS>	<EOS>
De	PRP	de
sorte	NOM	sorte
que	KON	que
ce	PRO:DEM	ce
fut	VER:simp	être
la	DET:ART	le
maison	NOM	maison
qui	PRO:REL	qui
démolit	VER:pres	démolir
le	DET:ART	le
chaudronnier	NOM	chaudronnier
.	SENT	.
<EOS>	<EOS>	<EOS>
Depuis	PRP	depuis
la	DET:ART	le
maison	NOM	maison
resta	VER:simp	rester
inhabitée	ADJ	inhabité
,	PUN	,
et	KON	et
tomba	VER:simp	tomber
lentement	ADV	lentement
en	PRP	en
ruine	NOM	ruine
,	PUN	,
comme	KON	comme
toute	PRO:IND	tout
demeure	NOM	demeure
à	PRP	à
laquelle	PRO:REL	lequel
la	DET:ART	le
présence	NOM	présence
de	PRP	de
l'	DET:ART	le
homme	NOM	homme
ne	ADV	ne
communique	VER:pres	communiquer
plus	ADV	plus
la	DET:ART	le
vie	NOM	vie
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
était	VER:impf	être
restée	VER:pper	rester
meublée	VER:pper	meubler
de	PRP	de
ses	DET:POS	son
vieux	ADJ	vieux
meubles	NOM	meuble
et	KON	et
toujours	ADV	toujours
à	PRP	à
vendre	VER:infi	vendre
ou	KON	ou
à	PRP	à
louer	VER:infi	louer
,	PUN	,
et	KON	et
les	DET:ART	le
dix	NUM	dix
ou	KON	ou
douze	NUM	douze
personnes	NOM	personne
qui	PRO:REL	qui
passent	VER:pres	passer
par	PRP	par
an	NOM	an
rue	VER:pres	ruer
Plumet	NOM	plumet
en	PRO:PER	en
étaient	VER:impf	être
averties	VER:pper	avertir
par	PRP	par
un	DET:ART	un
écriteau	NOM	écriteau
jaune	ADJ	jaune
et	KON	et
illisible	ADJ	illisible
accroché	VER:pper	accrocher
à	PRP	à
la	DET:ART	le
grille	NOM	grille
du	PRP:det	du
jardin	NOM	jardin
depuis	PRP	depuis
1810.	NAM	@ord@
<EOS>	<EOS>	<EOS>
Vers	PRP	vers
la	DET:ART	le
fin	NOM	fin
de	PRP	de
la	DET:ART	le
Restauration	NOM	restauration
,	PUN	,
ces	PRO:DEM	ce
mêmes	ADJ	même
passants	NOM	passant
purent	VER:simp	pouvoir
remarquer	VER:infi	remarquer
que	KON	que
l'	DET:ART	le
écriteau	NOM	écriteau
avait	VER:impf	avoir
disparu	VER:pper	disparaître
,	PUN	,
et	KON	et
que	KON	que
,	PUN	,
même	ADV	même
,	PUN	,
les	DET:ART	le
volets	NOM	volet
du	PRP:det	du
premier	NUM	premier
étage	NOM	étage
étaient	VER:impf	être
ouverts	VER:pper	ouvrir
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
maison	NOM	maison
en	PRP	en
effet	NOM	effet
était	VER:impf	être
occupée	VER:pper	occuper
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
fenêtres	NOM	fenêtre
avaient	VER:impf	avoir
«	PUN:cit	«
des	PRP:det	du
petits	ADJ	petit
rideaux	NOM	rideau
»	PUN:cit	»
,	PUN	,
signe	NOM	signe
qu'	PRO:REL	que
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
une	DET:ART	un
femme	NOM	femme
.	SENT	.
<EOS>	<EOS>	<EOS>
Au	PRP:det	au
mois	NOM	moi|mois
d'	PRP	de
octobre	NOM	octobre
1829	NUM	@card@
,	PUN	,
un	DET:ART	un
homme	NOM	homme
d'	PRP	de
un	DET:ART	un
certain	PRO:IND	certain
âge	NOM	âge
s'	PRO:PER	se
était	VER:impf	être
présenté	VER:pper	présenter
et	KON	et
avait	VER:impf	avoir
loué	VER:pper	louer
la	DET:ART	le
maison	NOM	maison
telle	PRO:DEM	tel
qu'	PRO:REL	que
elle	PRO:PER	elle
était	VER:impf	être
,	PUN	,
y	PRO:PER	y
compris	VER:pper	comprendre
,	PUN	,
bien	ADV	bien
entendu	VER:pper	entendre
,	PUN	,
l'	DET:ART	le
arrière-corps	NOM	arrière-corps
de	PRP	de
logis	NOM	logis
et	KON	et
le	DET:ART	le
couloir	NOM	couloir
qui	PRO:REL	qui
allait	VER:impf	aller
aboutir	VER:infi	aboutir
à	PRP	à
la	DET:ART	le
rue	NOM	rue
de	PRP	de
Babylone	NAM	babylone
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
avait	VER:impf	avoir
fait	VER:pper	faire
rétablir	VER:infi	rétablir
les	DET:ART	le
ouvertures	NOM	ouverture
à	PRP	à
secret	NOM	secret
des	PRP:det	du
deux	NUM	deux
portes	NOM	porte
de	PRP	de
ce	PRO:DEM	ce
passage	NOM	passage
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
maison	NOM	maison
,	PUN	,
nous	PRO:PER	nous
venons	VER:pres	venir
de	PRP	de
le	DET:ART	le
dire	NOM	dire
,	PUN	,
était	VER:impf	être
encore	ADV	encore
à	PRP	à
peu	ADV	peu
près	ADV	près
meublée	VER:pper	meubler
des	PRP:det	du
vieux	ADJ	vieux
ameublements	NOM	ameublement
du	PRP:det	du
président	NOM	président
,	PUN	,
le	DET:ART	le
nouveau	ADJ	nouveau
locataire	NOM	locataire
avait	VER:impf	avoir
ordonné	VER:pper	ordonner
quelques	PRO:IND	quelque
réparations	NOM	réparation
,	PUN	,
ajouté	VER:pper	ajouter
çà	ADV	çà
et	KON	et
là	ADV	là
ce	PRO:DEM	ce
qui	PRO:REL	qui
manquait	VER:impf	manquer
,	PUN	,
remis	VER:pper	remettre
des	PRP:det	du
pavés	NOM	pavé
à	PRP	à
la	DET:ART	le
cour	NOM	cour
,	PUN	,
des	PRP:det	du
briques	NOM	brique
aux	PRP:det	au
carrelages	NOM	carrelage
,	PUN	,
des	PRP:det	du
marches	NOM	marche
à	PRP	à
l'	DET:ART	le
escalier	NOM	escalier
,	PUN	,
des	PRP:det	du
feuilles	NOM	feuille
aux	PRP:det	au
parquets	NOM	parquet
et	KON	et
des	PRP:det	du
vitres	NOM	vitre
aux	PRP:det	au
croisées	NOM	croisée
,	PUN	,
et	KON	et
enfin	ADV	enfin
était	VER:impf	être
venu	VER:pper	venir
s'	PRO:PER	se
installer	VER:infi	installer
avec	PRP	avec
une	DET:ART	un
jeune	ADJ	jeune
fille	NOM	fille
et	KON	et
une	DET:ART	un
servante	NOM	servante
âgée	ADJ	âgé
,	PUN	,
sans	PRP	sans
bruit	NOM	bruit
,	PUN	,
plutôt	ADV	plutôt
comme	ADV	comme
quelqu'un	PRO:IND	quelqu'un
qui	PRO:REL	qui
se	PRO:PER	se
glisse	VER:pres	glisser
que	KON	que
comme	KON	comme
quelqu'un	PRO:IND	quelqu'un
qui	PRO:REL	qui
entre	PRP	entre
chez	PRP	chez
soi	PRO:PER	soi
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
voisins	NOM	voisin
n'	ADV	ne
en	PRO:PER	en
jasèrent	VER:simp	jaser
point	ADV	point
,	PUN	,
par	PRP	par
la	DET:ART	le
raison	NOM	raison
qu'	PRO:REL	que
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
avait	VER:impf	avoir
pas	ADV	pas
de	PRP	de
voisins	NOM	voisin
.	SENT	.
<EOS>	<EOS>	<EOS>
Ce	PRO:DEM	ce
locataire	NOM	locataire
peu	ADV	peu
à	PRP	à
effet	NOM	effet
était	VER:impf	être
Jean	NAM	jean
Valjean	NAM	valjean
,	PUN	,
la	DET:ART	le
jeune	ADJ	jeune
fille	NOM	fille
était	VER:impf	être
Cosette	NOM	cosette
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
servante	NOM	servante
était	VER:impf	être
une	DET:ART	un
fille	NOM	fille
appelée	ADJ	appelé
Toussaint	NAM	toussaint
que	KON	que
Jean	NAM	jean
Valjean	NAM	valjean
avait	VER:impf	avoir
sauvée	VER:pper	sauver
de	PRP	de
l'	DET:ART	le
hôpital	NOM	hôpital
et	KON	et
de	PRP	de
la	DET:ART	le
misère	NOM	misère
et	KON	et
qui	PRO:REL	qui
était	VER:impf	être
vieille	ADJ	vieux
,	PUN	,
provinciale	ADJ	provincial
et	KON	et
bègue	ADJ	bègue
,	PUN	,
trois	NUM	trois
qualités	NOM	qualité
qui	PRO:REL	qui
avaient	VER:impf	avoir
déterminé	VER:pper	déterminer
Jean	NAM	jean
Valjean	NAM	valjean
à	PRP	à
la	PRO:PER	la
prendre	VER:infi	prendre
avec	PRP	avec
lui	PRO:PER	lui
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
avait	VER:impf	avoir
loué	VER:pper	louer
la	DET:ART	le
maison	NOM	maison
sous	PRP	sous
le	DET:ART	le
nom	NOM	nom
de	PRP	de
M	NOM	m
.	SENT	.
Fauchelevent	NAM	fauchelevent
,	PUN	,
rentier	NOM	rentier
.	SENT	.
<EOS>	<EOS>	<EOS>
Dans	PRP	dans
tout	PRO:IND	tout
ce	PRO:DEM	ce
qui	PRO:REL	qui
a	VER:pres	avoir
été	VER:pper	être
raconté	VER:pper	raconter
plus	ADV	plus
haut	ADJ	haut
,	PUN	,
le	DET:ART	le
lecteur	NOM	lecteur
a	VER:pres	avoir
sans	PRP	sans
doute	NOM	doute
moins	ADV	moins
tardé	VER:pper	tarder
encore	ADV	encore
que	KON	que
Thénardier	NAM	thénardier
à	PRP	à
reconnaître	VER:infi	reconnaître
Jean	NAM	jean
Valjean	NAM	valjean
.	SENT	.
<EOS>	<EOS>	<EOS>
Pourquoi	ADV	pourquoi
Jean	NAM	jean
Valjean	NAM	valjean
avait-il	VER:futu	avait-il
quitté	VER:pper	quitter
le	DET:ART	le
couvent	NOM	couvent
du	PRP:det	du
Petit-Picpus	NOM	petit-picpus
?	SENT	?
<EOS>	<EOS>	<EOS>
Que	KON	que
s'	PRO:PER	se
était-il	NOM	était-il
passé	VER:pper	passer
?	SENT	?
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
ne	ADV	ne
s'	PRO:PER	se
était	VER:impf	être
rien	ADV	rien
passé	VER:pper	passer
.	SENT	.
<EOS>	<EOS>	<EOS>
On	PRO:PER	on
s'	PRO:PER	se
en	PRO:PER	en
souvient	VER:pres	souvenir
.	SENT	.
<EOS>	<EOS>	<EOS>
Jean	NAM	jean
Valjean	NAM	valjean
était	VER:impf	être
heureux	ADJ	heureux
dans	PRP	dans
le	DET:ART	le
couvent	NOM	couvent
,	PUN	,
si	ADV	si
heureux	ADJ	heureux
que	KON	que
sa	DET:POS	son
conscience	NOM	conscience
finit	VER:pres	finir
par	PRP	par
s'	PRO:PER	se
inquiéter	VER:infi	inquiéter
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
voyait	VER:impf	voir
Cosette	NOM	cosette
tous	PRO:IND	tout
les	DET:ART	le
jours	NOM	jour
,	PUN	,
il	PRO:PER	il
sentait	VER:impf	sentir
la	DET:ART	le
paternité	NOM	paternité
naître	VER:infi	naître
et	KON	et
se	PRO:PER	se
développer	VER:infi	développer
en	PRP	en
lui	PRO:PER	lui
de	PRP	de
plus	ADV	plus
en	PRP	en
plus	ADV	plus
,	PUN	,
il	PRO:PER	il
couvait	VER:impf	couver
de	PRP	de
l'	DET:ART	le
âme	NOM	âme
cette	PRO:DEM	ce
enfant	NOM	enfant
,	PUN	,
il	PRO:PER	il
se	PRO:PER	se
disait	VER:impf	dire
qu'	KON	que
elle	PRO:PER	elle
était	VER:impf	être
à	PRP	à
lui	PRO:PER	lui
,	PUN	,
que	KON	que
rien	ADV	rien
ne	ADV	ne
pouvait	VER:impf	pouvoir
la	DET:ART	le
lui	PRO:PER	lui
enlever	VER:infi	enlever
,	PUN	,
que	KON	que
cela	PRO:DEM	cela
serait	VER:cond	être
ainsi	ADV	ainsi
indéfiniment	ADV	indéfiniment
,	PUN	,
que	PRO:REL	que
certainement	ADV	certainement
elle	PRO:PER	elle
se	PRO:PER	se
ferait	VER:cond	faire
religieuse	ADJ	religieux
,	PUN	,
y	PRO:PER	y
étant	VER:ppre	être
chaque	PRO:IND	chaque
jour	NOM	jour
doucement	ADV	doucement
provoquée	VER:pper	provoquer
,	PUN	,
qu'	KON	que
ainsi	ADV	ainsi
le	DET:ART	le
couvent	NOM	couvent
était	VER:impf	être
désormais	ADV	désormais
l'	DET:ART	le
univers	NOM	univers
pour	KON	pour
elle	PRO:PER	elle
comme	ADV	comme
pour	PRP	pour
lui	PRO:PER	lui
,	PUN	,
qu'	KON	que
il	PRO:PER	il
y	PRO:PER	y
vieillirait	VER:cond	vieillir
et	KON	et
qu'	KON	que
elle	PRO:PER	elle
y	PRO:PER	y
grandirait	VER:cond	grandir
,	PUN	,
qu'	KON	que
elle	PRO:PER	elle
y	PRO:PER	y
vieillirait	VER:cond	vieillir
et	KON	et
qu'	KON	que
il	PRO:PER	il
y	PRO:PER	y
mourrait	VER:cond	mourir
,	PUN	,
qu'	KON	que
enfin	ADV	enfin
,	PUN	,
ravissante	ADJ	ravissant
espérance	NOM	espérance
,	PUN	,
aucune	PRO:IND	aucun
séparation	NOM	séparation
n'	ADV	ne
était	VER:impf	être
possible	ADJ	possible
.	SENT	.
<EOS>	<EOS>	<EOS>
En	PRO:PER	en
réfléchissant	VER:ppre	réfléchir
à	PRP	à
ceci	PRO:DEM	ceci
,	PUN	,
il	PRO:PER	il
en	PRO:PER	en
vint	VER:simp	venir
à	PRP	à
tomber	VER:infi	tomber
dans	PRP	dans
des	PRP:det	du
perplexités	NOM	perplexité
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
s'	PRO:PER	se
interrogea	VER:simp	interroger
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
se	PRO:PER	se
demandait	VER:impf	demander
si	ADV	si
tout	PRO:IND	tout
ce	PRO:DEM	ce
bonheur	NOM	bonheur
-là	ADV	là
était	VER:impf	être
bien	ADV	bien
à	PRP	à
lui	PRO:PER	lui
,	PUN	,
s'	PRO:PER	se
il	PRO:PER	il
ne	ADV	ne
se	PRO:PER	se
composait	VER:impf	composer
pas	ADV	pas
du	PRP:det	du
bonheur	NOM	bonheur
d'	PRP	de
un	DET:ART	un
autre	ADJ	autre
,	PUN	,
du	PRP:det	du
bonheur	NOM	bonheur
de	PRP	de
cette	PRO:DEM	ce
enfant	NOM	enfant
qu'	PRO:REL	que
il	PRO:PER	il
confisquait	VER:impf	confisquer
et	KON	et
qu'	PRO:REL	que
il	PRO:PER	il
dérobait	VER:impf	dérober
,	PUN	,
lui	PRO:PER	lui
vieillard	NOM	vieillard
;	PUN	;
si	KON	si
ce	PRO:DEM	ce
n'	ADV	ne
était	VER:impf	être
point	ADV	point
là	ADV	là
un	DET:ART	un
vol	NOM	vol
?	SENT	?
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
se	PRO:PER	se
disait	VER:impf	dire
que	KON	que
cette	PRO:DEM	ce
enfant	NOM	enfant
avait	VER:impf	avoir
le	DET:ART	le
droit	NOM	droit
de	PRP	de
connaître	VER:infi	connaître
la	DET:ART	le
vie	NOM	vie
avant	PRP	avant
d'	PRP	de
y	PRO:PER	y
renoncer	VER:infi	renoncer
,	PUN	,
que	KON	que
lui	PRO:PER	lui
retrancher	VER:infi	retrancher
,	PUN	,
d'	PRP	de
avance	NOM	avance
et	KON	et
en	PRP	en
quelque	PRO:IND	quelque
sorte	NOM	sorte
sans	PRP	sans
la	PRO:PER	la
consulter	VER:infi	consulter
,	PUN	,
toutes	PRO:IND	tout
les	DET:ART	le
joies	NOM	joie
sous	PRP	sous
prétexte	NOM	prétexte
de	PRP	de
lui	PRO:PER	lui
sauver	VER:infi	sauver
toutes	PRO:IND	tout
les	DET:ART	le
épreuves	NOM	épreuve
,	PUN	,
profiter	VER:infi	profiter
de	PRP	de
son	DET:POS	son
ignorance	NOM	ignorance
et	KON	et
de	PRP	de
son	DET:POS	son
isolement	NOM	isolement
pour	PRP	pour
lui	PRO:PER	lui
faire	VER:infi	faire
germer	VER:infi	germer
une	DET:ART	un
vocation	NOM	vocation
artificielle	ADJ	artificiel
,	PUN	,
c'	PRO:DEM	ce
était	VER:impf	être
dénaturer	VER:infi	dénaturer
une	DET:ART	un
créature	NOM	créature
humaine	ADJ	humain
et	KON	et
mentir	VER:infi	mentir
à	PRP	à
Dieu	NOM	dieu
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
qui	PRO:REL	qui
sait	VER:pres	savoir
si	ADV	si
,	PUN	,
se	PRO:PER	se
rendant	VER:ppre	rendre
compte	VER:pres	compter
un	DET:ART	un
jour	NOM	jour
de	PRP	de
tout	ADV	tout
cela	PRO:DEM	cela
et	KON	et
religieuse	ADJ	religieux
à	PRP	à
regret	NOM	regret
,	PUN	,
Cosette	NOM	cosette
n'	ADV	ne
en	PRO:PER	en
viendrait	VER:cond	venir
pas	ADV	pas
à	PRP	à
le	PRO:PER	le
haïr	VER:infi	haïr
?	SENT	?
<EOS>	<EOS>	<EOS>
Dernière	ADJ	dernier
pensée	NOM	pensée
,	PUN	,
presque	ADV	presque
égoïste	ADJ	égoïste
et	KON	et
moins	ADV	moins
héroïque	ADJ	héroïque
que	KON	que
les	DET:ART	le
autres	ADJ	autre
,	PUN	,
mais	KON	mais
qui	PRO:REL	qui
lui	PRO:PER	lui
était	VER:impf	être
insupportable	ADJ	insupportable
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
résolut	VER:simp	résoudre
de	PRP	de
quitter	VER:infi	quitter
le	DET:ART	le
couvent	NOM	couvent
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
le	PRO:PER	le
résolut	VER:simp	résoudre
;	PUN	;
il	PRO:PER	il
reconnut	VER:simp	reconnaître
avec	PRP	avec
désolation	NOM	désolation
qu'	PRO:REL	que
il	PRO:PER	il
le	PRO:PER	le
fallait	VER:impf	falloir
.	SENT	.
<EOS>	<EOS>	<EOS>
Quant	PRP	quant
aux	PRP:det	au
objections	NOM	objection
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
en	PRO:PER	en
avait	VER:impf	avoir
pas	ADV	pas
.	SENT	.
<EOS>	<EOS>	<EOS>
Cinq	NUM	cinq
ans	NOM	an
de	PRP	de
séjour	NOM	séjour
entre	PRP	entre
ces	PRO:DEM	ce
quatre	NUM	quatre
murs	NOM	mur
et	KON	et
de	PRP	de
disparition	NOM	disparition
avaient	VER:impf	avoir
nécessairement	ADV	nécessairement
détruit	VER:pper	détruire
ou	KON	ou
dispersé	VER:pper	disperser
les	DET:ART	le
éléments	NOM	élément
de	PRP	de
crainte	NOM	crainte
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
pouvait	VER:impf	pouvoir
rentrer	VER:infi	rentrer
parmi	PRP	parmi
les	DET:ART	le
hommes	NOM	homme
tranquillement	ADV	tranquillement
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
avait	VER:impf	avoir
vieilli	VER:pper	vieillir
,	PUN	,
et	KON	et
tout	PRO:IND	tout
avait	VER:impf	avoir
changé	VER:pper	changer
.	SENT	.
<EOS>	<EOS>	<EOS>
Qui	PRO	qui
le	PRO:PER	le
reconnaîtrait	VER:cond	reconnaître
maintenant	ADV	maintenant
?	SENT	?
<EOS>	<EOS>	<EOS>
Et	KON	et
puis	ADV	puis
,	PUN	,
à	PRP	à
voir	VER:infi	voir
le	DET:ART	le
pire	ADJ	pire
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
avait	VER:impf	avoir
de	PRP	de
danger	NOM	danger
que	KON	que
pour	KON	pour
lui	PRO:PER	lui
-même	ADJ	même
,	PUN	,
et	KON	et
il	PRO:PER	il
n'	ADV	ne
avait	VER:impf	avoir
pas	ADV	pas
le	DET:ART	le
droit	NOM	droit
de	PRP	de
condamner	VER:infi	condamner
Cosette	NOM	cosette
au	PRP:det	au
cloître	NOM	cloître
par	PRP	par
la	DET:ART	le
raison	NOM	raison
qu'	PRO:REL	que
il	PRO:PER	il
avait	VER:impf	avoir
été	VER:pper	être
condamné	VER:pper	condamner
au	PRP:det	au
bagne	NOM	bagne
.	SENT	.
<EOS>	<EOS>	<EOS>
D'	PRP	de
ailleurs	ADV	ailleurs
,	PUN	,
qu'	PRO:REL	que
est	VER:pres	être
-ce	PRO:DEM	ce
que	PRO:REL	que
le	DET:ART	le
danger	NOM	danger
devant	PRP	devant
le	DET:ART	le
devoir	NOM	devoir
?	SENT	?
<EOS>	<EOS>	<EOS>
Enfin	ADV	enfin
,	PUN	,
rien	ADV	rien
ne	ADV	ne
l'	PRO:PER	la|le
empêchait	VER:impf	empêcher
d'	PRP	de
être	VER:infi	être
prudent	ADJ	prudent
et	KON	et
de	PRP	de
prendre	VER:infi	prendre
ses	DET:POS	son
précautions	NOM	précaution
.	SENT	.
<EOS>	<EOS>	<EOS>
Quant	PRP	quant
à	PRP	à
l'	DET:ART	le
éducation	NOM	éducation
de	PRP	de
Cosette	NAM	cosette
,	PUN	,
elle	PRO:PER	elle
était	VER:impf	être
à	PRP	à
peu	ADV	peu
près	ADV	près
terminée	VER:pper	terminer
et	KON	et
complète	ADJ	complet
.	SENT	.
<EOS>	<EOS>	<EOS>
Une	DET:ART	un
fois	NOM	fois
sa	DET:POS	son
détermination	NOM	détermination
arrêtée	ADJ	arrêté
,	PUN	,
il	PRO:PER	il
attendit	VER:simp	attendre
l'	DET:ART	le
occasion	NOM	occasion
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
ne	ADV	ne
tarda	VER:simp	tarder
pas	ADV	pas
à	PRP	à
se	PRO:PER	se
présenter	VER:infi	présenter
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
vieux	ADJ	vieux
Fauchelevent	NOM	fauchelevent
mourut	VER:simp	mourir
.	SENT	.
<EOS>	<EOS>	<EOS>
Jean	NAM	jean
Valjean	NAM	valjean
demanda	VER:simp	demander
audience	NOM	audience
à	PRP	à
la	DET:ART	le
révérende	ADJ	révérend
prieure	NOM	prieur|prieure
et	KON	et
lui	PRO:PER	lui
dit	VER:pres	dire
qu'	KON	que
ayant	VER:ppre	avoir
fait	VER:pper	faire
à	PRP	à
la	DET:ART	le
mort	NOM	mort
de	PRP	de
son	DET:POS	son
frère	NOM	frère
un	DET:ART	un
petit	ADJ	petit
héritage	NOM	héritage
qui	PRO:REL	qui
lui	PRO:PER	lui
permettait	VER:impf	permettre
de	PRP	de
vivre	VER:infi	vivre
désormais	ADV	désormais
sans	PRP	sans
travailler	VER:infi	travailler
,	PUN	,
il	PRO:PER	il
quittait	VER:impf	quitter
le	DET:ART	le
service	NOM	service
du	PRP:det	du
couvent	NOM	couvent
,	PUN	,
et	KON	et
emmenait	VER:impf	emmener
sa	DET:POS	son
fille	NOM	fille
;	PUN	;
mais	KON	mais
que	KON	que
,	PUN	,
comme	KON	comme
il	PRO:PER	il
n'	ADV	ne
était	VER:impf	être
pas	ADV	pas
juste	ADJ	juste
que	KON	que
Cosette	NOM	cosette
,	PUN	,
ne	ADV	ne
prononçant	VER:ppre	prononcer
point	ADV	point
ses	DET:POS	son
vœux	NOM	vœu
,	PUN	,
eût	VER:subi	avoir
été	VER:pper	être
élevée	VER:pper	élever
gratuitement	ADV	gratuitement
,	PUN	,
il	PRO:PER	il
suppliait	VER:impf	supplier
humblement	ADV	humblement
la	DET:ART	le
révérende	ADJ	révérend
prieure	NOM	prieur|prieure
de	PRP	de
trouver	VER:infi	trouver
bon	ADJ	bon
qu'	PRO:REL	que
il	PRO:PER	il
offrît	VER:subi	offrir
à	PRP	à
la	DET:ART	le
communauté	NOM	communauté
,	PUN	,
comme	ADV	comme
indemnité	NOM	indemnité
des	PRP:det	du
cinq	NUM	cinq
années	NOM	année
que	KON	que
Cosette	NOM	cosette
y	PRO:PER	y
avait	VER:impf	avoir
passées	VER:pper	passer
,	PUN	,
une	DET:ART	un
somme	NOM	somme
de	PRP	de
cinq	NUM	cinq
mille	NUM	mille
francs	NOM	franc
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
est	VER:pres	être
ainsi	ADV	ainsi
que	KON	que
Jean	NAM	jean
Valjean	NAM	valjean
sortit	VER:simp	sortir
du	PRP:det	du
couvent	NOM	couvent
de	PRP	de
l'	DET:ART	le
Adoration	NOM	adoration
Perpétuelle	NAM	perpétuelle
.	SENT	.
<EOS>	<EOS>	<EOS>
En	PRP	en
quittant	VER:ppre	quitter
le	DET:ART	le
couvent	NOM	couvent
,	PUN	,
il	PRO:PER	il
prit	VER:simp	prendre
lui	PRO:PER	lui
-même	ADJ	même
sous	PRP	sous
son	DET:POS	son
bras	NOM	bras
et	KON	et
ne	ADV	ne
voulut	VER:simp	vouloir
confier	VER:infi	confier
à	PRP	à
aucun	PRO:IND	aucun
commissionnaire	NOM	commissionnaire
la	DET:ART	le
petite	ADJ	petit
valise	NOM	valise
dont	PRO:REL	dont
il	PRO:PER	il
avait	VER:impf	avoir
toujours	ADV	toujours
la	DET:ART	le
clef	NOM	clef
sur	PRP	sur
lui	PRO:PER	lui
.	SENT	.
<EOS>	<EOS>	<EOS>
Cette	PRO:DEM	ce
valise	NOM	valise
intriguait	VER:impf	intriguer
Cosette	NAM	cosette
,	PUN	,
à	PRP	à
cause	NOM	cause
de	PRP	de
l'	DET:ART	le
odeur	NOM	odeur
d'	PRP	de
embaumement	NOM	embaumement
qui	PRO:REL	qui
en	PRO:PER	en
sortait	VER:impf	sortir
.	SENT	.
<EOS>	<EOS>	<EOS>
Disons	VER:pres	dire
tout	ADV	tout
de	PRP	de
suite	NOM	suite
que	KON	que
désormais	ADV	désormais
cette	PRO:DEM	ce
malle	NOM	malle
ne	ADV	ne
le	PRO:PER	le
quitta	VER:simp	quitter
plus	ADV	plus
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
l'	PRO:PER	la|le
avait	VER:impf	avoir
toujours	ADV	toujours
dans	PRP	dans
sa	DET:POS	son
chambre	NOM	chambre
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
était	VER:impf	être
la	DET:ART	le
première	NUM	premier
et	KON	et
quelquefois	ADV	quelquefois
l'	DET:ART	le
unique	ADJ	unique
chose	NOM	chose
qu'	PRO:REL	que
il	PRO:PER	il
emportait	VER:impf	emporter
dans	PRP	dans
ses	DET:POS	son
déménagements	NOM	déménagement
.	SENT	.
<EOS>	<EOS>	<EOS>
Cosette	NOM	cosette
en	PRO:PER	en
riait	VER:impf	rire
,	PUN	,
et	KON	et
appelait	VER:impf	appeler
cette	PRO:DEM	ce
valise	NOM	valise
l'	DET:ART	le
inséparable	NOM	inséparable
