Among	PRP	among
It	PNP	it
was	VBD	be
probable	AJ0	probable
that	CJT	that
some	DT0	some
Princess	NP0	princess
Yarico	NP0	Yarico
would	VM0	would
want	VVI	want
him	PNP	he
to	TO0	to
marry	VVI	marry
her	PNP	she
,	PUN	,
and	CJC	and
make	VVB	make
him	PNP	he
presents	VVZ	present
of	PRF	of
very	AV0	very
large	AJ0	large
jewels	NN2	jewel
beforehand	AV0	beforehand
;	PUN	;
after	PRP	after
which	DTQ	which
,	PUN	,
he	PNP	he
need	VM0	need
n't	XX0	not
marry	VVI	marry
her	PNP	she
unless	CJS	unless
he	PNP	he
liked	VVD	like|liked
.	SENT	.
David	NP0	david
had	VHD	have
made	VVN	make
up	AVP	up
his	DPS	he
mind	NN1	mind
not	XX0	not
to	TO0	to
steal	VVI	steal
any	DT0	any
more	DT0	more
,	PUN	,
even	AV0	even
from	PRP	from
people	NN0	people
who	PNQ	who
were	VBD	be
fond	AJ0	fond
of	PRF	of
him	PNP	he
:	PUN	:
it	PNP	it
was	VBD	be
an	AT0	an
unpleasant	AJ0	unpleasant
way	NN1	way
of	PRF	of
making	VVG	make|making
your	DPS	you
fortune	NN1	fortune
in	PRP	in
a	AT0	a
world	NN1	world
where	AVQ	where
you	PNP	you
were	VBD	be
likely	AJ0	likely
to	PRP	to
surprised	AJ0	surprised|surprise
in	PRP	in
the	AT0	the
act	NN1	act
by	PRP	by
brothers	NN2	brother
.	SENT	.
Such	DT0	such
alarms	NN2	alarm
did	VDD	do
not	XX0	not
agree	VVI	agree
with	PRP	with
David	NP0	david
's	POS	's
constitution	NN1	constitution
,	PUN	,
and	CJC	and
he	PNP	he
had	VHD	have
felt	VVN	feel
so	AV0	so
much	DT0	much
nausea	NN1	nausea
this	DT0	this
evening	NN1	evening
that	CJT	that
no	AT0	no
doubt	NN1	doubt
his	DPS	he
liver	NN1	liver
was	VBD	be
affected	VVN	affect|affected
.	SENT	.
Besides	AV0	besides
,	PUN	,
he	PNP	he
would	VM0	would
have	VHI	have
been	VBN	be
greatly	AV0	greatly
hurt	VVN	hurt
not	XX0	not
to	TO0	to
be	VBI	be
thought	VVN	think
well	AV0	well
of	PRF	of
in	PRP	in
the	AT0	the
world	NN1	world
:	PUN	:
he	PNP	he
always	AV0	always
meant	VVD	mean
to	TO0	to
make	VVI	make
a	AT0	a
figure	NN1	figure
,	PUN	,
and	CJC	and
be	VBI	be
thought	VVN	think
worthy	AJ0	worthy
of	PRF	of
the	AT0	the
best	AJS	good
seats	NN2	seat
and	CJC	and
the	AT0	the
best	AJS	good
morsels	NN2	morsel
.	SENT	.
Ruminating	VVG	ruminate
to	PRP	to
this	DT0	this
effect	NN1	effect
on	PRP	on
the	AT0	the
brilliant	AJ0	brilliant
future	NN1	future
in	PRP	in
reserve	NN1	reserve
for	PRP	for
him	PNP	he
,	PUN	,
David	NP0	david
by	PRP	by
the	AT0	the
help	NN1	help
of	PRF	of
his	DPS	he
check-string	NN1	check-string
kept	VVD	keep
himself	PNX	himself
on	PRP	on
the	AT0	the
alert	NN1	alert
to	TO0	to
seize	VVI	seize
the	AT0	the
time	NN1	time
of	PRF	of
earliest	AJS	early
dawn	NN1	dawn
for	PRP	for
his	DPS	he
rising	NN1	rising|rise
and	CJC	and
departure	NN1	departure
.	SENT	.
His	DPS	he
brothers	NN2	brother
,	PUN	,
of	PRF	of
course	NN1	course
,	PUN	,
were	VBD	be
early	AJ0	early
risers	NN2	riser
,	PUN	,
but	CJC	but
he	PNP	he
should	VM0	should
anticipate	VVI	anticipate
them	PNP	they
by	PRP	by
at	PRP	at
least	AV0	least
an	AT0	an
hour	NN1	hour
and	CJC	and
a	AT0	a
half	NN1	half
,	PUN	,
and	CJC	and
the	AT0	the
little	AJ0	little
room	NN1	room
which	DTQ	which
he	PNP	he
had	VHD	have
to	PRP	to
himself	PNX	himself
as	CJS	as
only	AV0	only
an	AT0	an
occasional	AJ0	occasional
visitor	NN1	visitor
,	PUN	,
had	VHD	have
its	DPS	it
window	NN1	window
over	PRP	over
the	AT0	the
horse-block	NN1	horse-block
,	PUN	,
so	AV0	so
that	CJT	that
he	PNP	he
could	VM0	could
slip	VVI	slip
out	AVP	out
through	PRP	through
the	AT0	the
window	NN1	window
without	PRP	without
the	AT0	the
least	DT0	least
difficulty	NN1	difficulty
.	SENT	.
Jacob	NP0	jacob
,	PUN	,
the	AT0	the
horrible	AJ0	horrible
Jacob	NP0	jacob
,	PUN	,
had	VHD	have
an	AT0	an
awkward	AJ0	awkward
trick	NN1	trick
of	PRF	of
getting	VVG	get
up	AVP	up
before	PRP	before
everybody	PNI	everybody
else	AV0	else
,	PUN	,
to	TO0	to
stem	VVI	stem
his	DPS	he
hunger	NN1	hunger
by	PRP	by
emptying	VVG	empty|emptying
the	AT0	the
milk-bowl	NN1	milk-bowl
that	CJT	that
was	VBD	be
"	PUQ	"
duly	AV0	duly
set	VVN	set
"	PUQ	"
for	PRP	for
him	PNP	he
;	PUN	;
but	CJC	but
of	PRF	of
late	AJ0	late
he	PNP	he
had	VHD	have
taken	VVN	take|taken
to	PRP	to
sleeping	VVG	sleep|sleeping
in	PRP	in
the	AT0	the
hay-loft	NN1	hay-loft
,	PUN	,
and	CJC	and
if	CJS	if
he	PNP	he
came	VVD	come
into	PRP	into
the	AT0	the
house	NN1	house
,	PUN	,
it	PNP	it
would	VM0	would
be	VBI	be
on	PRP	on
the	AT0	the
opposite	AJ0	opposite
side	NN1	side
to	PRP	to
that	DT0	that
from	PRP	from
which	DTQ	which
David	NP0	david
was	VBD	be
making	VVG	make|making
his	DPS	he
exit	NN1	exit
.	SENT	.
There	EX0	there
was	VBD	be
no	AT0	no
need	NN1	need
to	TO0	to
think	VVI	think
of	PRF	of
Jacob	NP0	jacob
;	PUN	;
yet	AV0	yet
David	NP0	david
was	VBD	be
liberal	AJ0	liberal
enough	AV0	enough
to	TO0	to
bestow	VVI	bestow
a	AT0	a
curse	NN1	curse
on	PRP	on
him	PNP	he
it	PNP	it
was	VBD	be
the	AT0	the
only	AJ0	only
thing	NN1	thing
he	PNP	he
ever	AV0	ever
did	VDD	do
bestow	VVI	bestow
gratuitously	AV0	gratuitously
.	SENT	.
His	DPS	he
small	AJ0	small
bundle	NN1	bundle
of	PRF	of
clothes	NN2	clothes
was	VBD	be
ready	AV0	ready
packed	VVN	pack|packed
,	PUN	,
and	CJC	and
he	PNP	he
was	VBD	be
soon	AV0	soon
treading	VVG	tread
lightly	AV0	lightly
on	PRP	on
the	AT0	the
steps	NN2	step
of	PRF	of
the	AT0	the
horse-block	NN1	horse-block
,	PUN	,
soon	AV0	soon
walking	VVG	walk|walking
at	PRP	at
a	AT0	a
smart	AJ0	smart
pace	NN1	pace
across	PRP	across
the	AT0	the
fields	NN2	field
towards	PRP	towards
the	AT0	the
thicket	NN1	thicket
.	SENT	.
It	PNP	it
would	VM0	would
take	VVI	take
him	PNP	he
no	AV0	no
more	AV0	more
than	CJS	than
two	CRD	two
minutes	NN2	minute
to	TO0	to
get	VVI	get
out	AVP	out
the	AT0	the
box	NN1	box
;	PUN	;
he	PNP	he
could	VM0	could
make	VVI	make
out	AVP	out
the	AT0	the
tree	NN1	tree
it	PNP	it
was	VBD	be
under	AV0	under
by	PRP	by
the	AT0	the
pale	AJ0	pale
strip	NN1	strip
where	AVQ	where
the	AT0	the
bark	NN1	bark
was	VBD	be
off	AVP	off
,	PUN	,
although	CJS	although
the	AT0	the
dawning	AJ0	dawning|dawn
light	NN1	light
was	VBD	be
rather	AV0	rather
dimmer	AJC	dim
in	PRP	in
the	AT0	the
thicket	NN1	thicket
.	SENT	.
But	CJC	but
what	DTQ	what
,	PUN	,
in	PRP	in
the	AT0	the
name	NN1	name
of	PRF	of
burnt	AJ0	burnt|burn
pastry	NN1	pastry
was	VBD	be
that	DT0	that
large	AJ0	large
body	NN1	body
with	PRP	with
a	AT0	a
staff	NN0	staff
planted	VVN	plant|planted
beside	PRP	beside
it	PNP	it
,	PUN	,
close	AV0	close
at	PRP	at
the	AT0	the
foot	NN1	foot
of	PRF	of
the	AT0	the
ash-tree	NN1	ash-tree
?	SENT	?
David	NP0	david
paused	VVD	pause
,	PUN	,
not	XX0	not
to	TO0	to
make	VVI	make
up	AVP	up
his	DPS	he
mind	NN1	mind
as	CJS	as
to	PRP	to
the	AT0	the
nature	NN1	nature
of	PRF	of
the	AT0	the
apparition	NN1	apparition
he	PNP	he
had	VHD	have
not	XX0	not
the	AT0	the
happiness	NN1	happiness
of	PRF	of
doubting	VVG	doubt|doubting
for	PRP	for
a	AT0	a
moment	NN1	moment
that	CJT	that
the	AT0	the
staff	NN0	staff
was	VBD	be
Jacob	NP0	jacob
's	POS	's
pitchfork	NN1	pitchfork
but	CJC	but
to	TO0	to
gather	VVI	gather
the	AT0	the
self-command	NN1	self-command
necessary	AJ0	necessary
for	PRP	for
addressing	VVG	address
his	DPS	he
brother	NN1	brother
with	PRP	with
a	AT0	a
sufficiently	AV0	sufficiently
honeyed	AJ0	honeyed
accent	NN1	accent
.	SENT	.
Jacob	NP0	jacob
was	VBD	be
absorbed	VVN	absorb|absorbed
in	PRP	in
scratching	VVG	scratch|scratching
up	AVP	up
the	AT0	the
earth	NN1	earth
,	PUN	,
and	CJC	and
had	VHD	have
not	XX0	not
heard	VVN	hear
David	NP0	david
's	POS	's
approach	NN1	approach
.	SENT	.
"	PUQ	"
I	PNP	i
say	VVB	say
,	PUN	,
Jacob	NP0	jacob
,	PUN	,
"	PUQ	"
said	VVD	say|said
David	NP0	david
in	PRP	in
a	AT0	a
loud	AJ0	loud
whisper	NN1	whisper
,	PUN	,
just	AV0	just
as	CJS	as
the	AT0	the
tin	NN1	tin
box	NN1	box
was	VBD	be
lifted	VVN	lift
out	AVP	out
of	PRF	of
the	AT0	the
hole	NN1	hole
.	SENT	.
Jacob	NP0	jacob
looked	VVD	look
up	AVP	up
,	PUN	,
and	CJC	and
discerning	VVG	discern|discerning
his	DPS	he
sweet-flavoured	AJ0	sweet-flavoured
brother	NN1	brother
,	PUN	,
nodded	VVD	nod
and	CJC	and
grinned	VVD	grin
in	PRP	in
the	AT0	the
dim	AJ0	dim
light	NN1	light
in	PRP	in
a	AT0	a
way	NN1	way
that	CJT	that
made	VVD	make
him	PNP	he
seem	VVI	seem
to	PRP	to
David	NP0	david
like	PRP	like
a	AT0	a
triumphant	AJ0	triumphant
demon	NN1	demon
.	SENT	.
If	CJS	if
he	PNP	he
had	VHD	have
been	VBN	be
of	PRF	of
an	AT0	an
impetuous	AJ0	impetuous
disposition	NN1	disposition
,	PUN	,
he	PNP	he
would	VM0	would
have	VHI	have
snatched	VVN	snatch
the	AT0	the
pitchfork	NN1	pitchfork
from	PRP	from
the	AT0	the
ground	NN1	ground
and	CJC	and
impaled	VVD	impale
this	DT0	this
fraternal	AJ0	fraternal
demon	NN1	demon
.	SENT	.
But	CJC	but
David	NP0	david
was	VBD	be
by	PRP	by
no	AT0	no
means	NN0	means
impetuous	AJ0	impetuous
;	PUN	;
he	PNP	he
was	VBD	be
a	AT0	a
young	AJ0	young
man	NN1	man
greatly	AV0	greatly
given	VVN	give|given
to	TO0	to
calculate	VVI	calculate
consequences	NN2	consequence
,	PUN	,
a	AT0	a
habit	NN1	habit
which	DTQ	which
has	VHZ	have
been	VBN	be
held	VVN	hold
to	TO0	to
be	VBI	be
the	AT0	the
foundation	NN1	foundation
of	PRF	of
virtue	NN1	virtue
.	SENT	.
But	CJC	but
somehow	AV0	somehow
it	PNP	it
had	VHD	have
not	XX0	not
precisely	AV0	precisely
that	DT0	that
effect	NN1	effect
in	PRP	in
David	NP0	david
:	PUN	:
he	PNP	he
calculated	VVD	calculate
whether	CJS	whether
an	AT0	an
action	NN1	action
would	VM0	would
harm	VVI	harm
himself	PNX	himself
,	PUN	,
or	CJC	or
whether	CJS	whether
it	PNP	it
would	VM0	would
only	AV0	only
harm	VVI	harm
other	AJ0	other
people	NN0	people
.	SENT	.
In	PRP	in
the	AT0	the
former	DT0	former
case	NN1	case
he	PNP	he
was	VBD	be
very	AV0	very
timid	AJ0	timid
about	PRP	about
satisfying	VVG	satisfy|satisfying
his	DPS	he
immediate	AJ0	immediate
desires	NN2	desire
,	PUN	,
but	CJC	but
in	PRP	in
the	AT0	the
latter	DT0	latter
he	PNP	he
would	VM0	would
risk	VVI	risk
the	AT0	the
result	NN1	result
with	PRP	with
much	DT0	much
courage	NN1	courage
.	SENT	.
"	PUQ	"
Give	VVB	give
it	PNP	it
me	PNP	i
,	PUN	,
Jacob	NP0	jacob
,	PUN	,
"	PUQ	"
he	PNP	he
said	VVD	say|said
,	PUN	,
stooping	VVG	stoop
down	AVP	down
and	CJC	and
patting	VVG	pat|patting
his	DPS	he
brother	NN1	brother
.	SENT	.
"	PUQ	"
Let	VVB	let
us	PNP	we
see	VVI	see
.	SENT	.
"	PUQ	"
Jacob	NP0	jacob
,	PUN	,
finding	VVG	find|finding
the	AT0	the
lid	NN1	lid
rather	AV0	rather
tight	AJ0	tight
,	PUN	,
gave	VVD	give
the	AT0	the
box	NN1	box
to	PRP	to
his	DPS	he
brother	NN1	brother
in	PRP	in
perfect	AJ0	perfect
faith	NN1	faith
.	SENT	.
David	NP0	david
raised	VVD	raise|raised
the	AT0	the
lids	NN2	lid
and	CJC	and
shook	VVD	shake
his	DPS	he
head	NN1	head
,	PUN	,
while	CJS	while
Jacob	NP0	jacob
put	VVD	put
his	DPS	he
finger	NN1	finger
in	AVP	in
and	CJC	and
took	VVD	take
out	AVP	out
a	AT0	a
guinea	NN1	guinea
to	TO0	to
taste	VVI	taste
whether	CJS	whether
the	AT0	the
metamorphosis	NN1	metamorphosis
into	PRP	into
lozenges	NN2	lozenge
was	VBD	be
complete	AJ0	complete
and	CJC	and
satisfactory	AJ0	satisfactory
.	SENT	.
"	PUQ	"
No	ITJ	no
,	PUN	,
Jacob	NP0	jacob
;	PUN	;
too	AV0	too
soon	AV0	soon
,	PUN	,
too	AV0	too
soon	AV0	soon
,	PUN	,
"	PUQ	"
said	VVD	say|said
David	NP0	david
,	PUN	,
when	CJS	when
the	AT0	the
guinea	NN1	guinea
had	VHD	have
been	VBN	be
tasted	VVN	taste
.	SENT	.
"	PUQ	"
Give	VVB	give
it	PNP	it
me	PNP	i
;	PUN	;
we	PNP	we
'll	VM0	will
go	VVI	go
and	CJC	and
bury	VVI	bury
it	PNP	it
somewhere	AV0	somewhere
else	AV0	else
;	PUN	;
we	PNP	we
'll	VM0	will
put	VVI	put
it	PNP	it
in	PRP	in
yonder	DT0	yonder
,	PUN	,
"	PUQ	"
he	PNP	he
added	VVD	add|added
,	PUN	,
pointing	VVG	point|pointing
vaguely	AV0	vaguely
toward	PRP	toward
the	AT0	the
distance	NN1	distance
.	SENT	.
David	NP0	david
screwed	VVD	screw
on	PRP	on
the	AT0	the
lid	NN1	lid
,	PUN	,
while	CJS	while
Jacob	NP0	jacob
,	PUN	,
looking	VVG	look|looking
grave	NN1	grave
,	PUN	,
rose	VVD	rise|rose
and	CJC	and
grasped	VVD	grasp
his	DPS	he
pitchfork	NN1	pitchfork
.	SENT	.
Then	AV0	then
,	PUN	,
seeing	VVG	see|seeing
David	NP0	david
's	POS	's
bundle	NN1	bundle
,	PUN	,
he	PNP	he
snatched	VVD	snatch|snatched
it	PNP	it
,	PUN	,
like	PRP	like
a	AT0	a
too	AV0	too
officious	AJ0	officious
Newfoundland	NP0	newfoundland
,	PUN	,
stuck	VVD	stick
his	DPS	he
pitchfork	NN1	pitchfork
into	PRP	into
it	PNP	it
and	CJC	and
carried	VVD	carry
it	PNP	it
over	PRP	over
his	DPS	he
shoulder	NN1	shoulder
in	PRP	in
triumph	NN1	triumph
as	CJS	as
he	PNP	he
accompanied	VVD	accompany
David	NP0	david
and	CJC	and
the	AT0	the
box	NN1	box
out	AVP	out
of	PRF	of
the	AT0	the
thicket	NN1	thicket
.	SENT	.
What	DTQ	what
on	PRP	on
earth	NN1	earth
was	VBD	be
David	NP0	david
to	TO0	to
do	VDI	do
?	SENT	?
It	PNP	it
would	VM0	would
have	VHI	have
been	VBN	be
easy	AJ0	easy
to	TO0	to
frown	VVI	frown
at	PRP	at
Jacob	NP0	jacob
,	PUN	,
and	CJC	and
kick	VVB	kick
him	PNP	he
,	PUN	,
and	CJC	and
order	VVB	order
him	PNP	he
to	TO0	to
get	VVI	get
away	AV0	away
;	PUN	;
but	CJC	but
David	NP0	david
dared	VVD	dare
as	AV0	as
soon	AV0	soon
have	VHI	have
kicked	VVN	kick
the	AT0	the
bull	NN1	bull
.	SENT	.
Jacob	NP0	jacob
was	VBD	be
quiet	AJ0	quiet
as	CJS	as
long	AV0	long
as	CJS	as
he	PNP	he
was	VBD	be
treated	VVN	treat|treated
indulgently	AV0	indulgently
;	PUN	;
but	CJC	but
on	PRP	on
the	AT0	the
slightest	AJS	slight
show	NN1	show
of	PRF	of
anger	NN1	anger
,	PUN	,
he	PNP	he
became	VVD	become
unmanageable	AJ0	unmanageable
,	PUN	,
and	CJC	and
was	VBD	be
liable	AJ0	liable
to	PRP	to
fits	NN2	fit
of	PRF	of
fury	NN1	fury
which	DTQ	which
would	VM0	would
have	VHI	have
made	VVN	make
him	PNP	he
formidable	AJ0	formidable
even	AV0	even
without	PRP	without
his	DPS	he
pitchfork	NN1	pitchfork
.	SENT	.
There	EX0	there
was	VBD	be
no	AT0	no
mastery	NN1	mastery
to	TO0	to
be	VBI	be
obtained	VVN	obtain
over	PRP	over
him	PNP	he
except	CJS	except
by	PRP	by
kindness	NN1	kindness
or	CJC	or
guile	NN1	guile
.	SENT	.
David	NP0	david
tried	VVD	try|tried
guile	NN1	guile
.	SENT	.
"	PUQ	"
Go	VVB	go
,	PUN	,
Jacob	NP0	jacob
,	PUN	,
"	PUQ	"
he	PNP	he
said	VVD	say|said
,	PUN	,
when	CJS	when
they	PNP	they
were	VBD	be
out	AVP	out
of	PRF	of
the	AT0	the
thicket	NN1	thicket
pointing	VVG	point|pointing
towards	PRP	towards
the	AT0	the
house	NN1	house
as	CJS	as
he	PNP	he
spoke	VVD	speak
;	PUN	;
"	PUQ	"
go	VVB	go
and	CJC	and
fetch	VVB	fetch
me	PNP	i
a	AT0	a
spade	NN1	spade
a	AT0	a
spade	NN1	spade
.	SENT	.
But	CJC	but
give	VVB	give
me	PNP	i
the	AT0	the
bundle	NN1	bundle
,	PUN	,
"	PUQ	"
he	PNP	he
added	VVD	add|added
,	PUN	,
trying	VVG	try|trying
to	TO0	to
reach	VVI	reach
it	PNP	it
from	PRP	from
the	AT0	the
fork	NN1	fork
,	PUN	,
where	CJS	where
it	PNP	it
hung	VVD	hang|hung
high	AV0	high
above	PRP	above
Jacob	NP0	jacob
's	POS	's
tall	AJ0	tall
shoulder	NN1	shoulder
.	SENT	.
But	CJC	but
Jacob	NP0	jacob
showed	VVD	show
as	PRP	as
much	DT0	much
alacrity	NN1	alacrity
in	PRP	in
obeying	VVG	obey
as	PRP	as
a	AT0	a
wasp	NN1	wasp
shows	VVZ	show
in	PRP	in
leaving	VVG	leave|leaving
a	AT0	a
sugar-basin	NN1	sugar-basin
.	SENT	.
Near	PRP	near
David	NP0	david
,	PUN	,
he	PNP	he
felt	VVD	feel
himself	PNX	himself
in	PRP	in
the	AT0	the
vicinity	NN1	vicinity
of	PRF	of
lozenges	NN2	lozenge
:	PUN	:
he	PNP	he
chuckled	VVD	chuckle
and	CJC	and
rubbed	VVD	rub
his	DPS	he
brother	NN1	brother
's	POS	's
back	NN1	back
,	PUN	,
brandishing	VVG	brandish|brandishing
the	AT0	the
bundle	NN1	bundle
higher	AJC	high
out	AVP	out
of	PRF	of
reach	NN1	reach
.	SENT	.
David	NP0	david
,	PUN	,
with	PRP	with
an	AT0	an
inward	AJ0	inward
groan	NN1	groan
,	PUN	,
changed	VVD	change|changed
his	DPS	he
tactics	NN2	tactic
,	PUN	,
and	CJC	and
walked	VVD	walk
on	AVP	on
as	CJS	as
fast	AV0	fast
as	CJS	as
he	PNP	he
could	VM0	could
.	SENT	.
It	PNP	it
was	VBD	be
not	XX0	not
safe	AJ0	safe
to	TO0	to
linger	VVI	linger
.	SENT	.
Jacob	NP0	jacob
would	VM0	would
get	VVI	get
tired	AJ0	tired|tire
of	PRF	of
following	VVG	follow|following
him	PNP	he
,	PUN	,
or	CJC	or
,	PUN	,
at	PRP	at
all	DT0	all
events	NN2	event
,	PUN	,
could	VM0	could
be	VBI	be
eluded	VVN	elude
.	SENT	.
If	CJS	if
they	PNP	they
could	VM0	could
once	AV0	once
get	VVI	get
to	PRP	to
the	AT0	the
distant	AJ0	distant
highroad	NN1	highroad
,	PUN	,
a	AT0	a
coach	NN1	coach
would	VM0	would
overtake	VVI	overtake
them	PNP	they
,	PUN	,
David	NP0	david
would	VM0	would
mount	VVI	mount
it	PNP	it
,	PUN	,
having	VHG	have
previously	AV0	previously
by	PRP	by
some	DT0	some
ingenious	AJ0	ingenious
means	NN0	means
secured	VVD	secure|secured
his	DPS	he
bundle	NN1	bundle
,	PUN	,
and	CJC	and
then	AV0	then
Jacob	NP0	jacob
might	VM0	might
howl	VVI	howl
and	CJC	and
flourish	VVI	flourish
his	DPS	he
pitchfork	NN1	pitchfork
as	CJS	as
much	AV0	much
as	CJS	as
he	PNP	he
liked	VVD	like|liked
.	SENT	.
Meanwhile	AV0	meanwhile
he	PNP	he
was	VBD	be
under	PRP	under
the	AT0	the
fatal	AJ0	fatal
necessity	NN1	necessity
of	PRF	of
being	VBG	be
very	AV0	very
kind	AJ0	kind
to	PRP	to
this	DT0	this
ogre	NN1	ogre
,	PUN	,
and	CJC	and
of	PRF	of
providing	VVG	provide
a	AT0	a
large	AJ0	large
breakfast	NN1	breakfast
for	PRP	for
him	PNP	he
when	CJS	when
they	PNP	they
stopped	VVD	stop|stopped
at	PRP	at
a	AT0	a
roadside	NN1	roadside
inn	NN1	inn
.	SENT	.
It	PNP	it
was	VBD	be
already	AV0	already
three	CRD	three
hours	NN2	hour
since	CJS	since
they	PNP	they
had	VHD	have
started	VVN	start
,	PUN	,
and	CJC	and
David	NP0	david
was	VBD	be
tired	AJ0	tired|tire
.	SENT	.
Would	VM0	would
no	AT0	no
coach	NN1	coach
be	VBI	be
coming	VVG	come|coming
up	AVP	up
soon	AV0	soon
?	SENT	?
he	PNP	he
inquired	VVD	inquire
.	SENT	.
No	AT0	no
coach	NN1	coach
for	PRP	for
the	AT0	the
next	ORD	next
two	CRD	two
hours	NN2	hour
.	SENT	.
But	CJC	but
there	EX0	there
was	VBD	be
a	AT0	a
carrier	NN1	carrier
's	POS	's
cart	NN1	cart
to	TO0	to
come	VVI	come
immediately	AV0	immediately
,	PUN	,
on	PRP	on
its	DPS	it
way	NN1	way
to	PRP	to
the	AT0	the
next	ORD	next
town	NN1	town
.	SENT	.
If	CJS	if
he	PNP	he
could	VM0	could
slip	VVI	slip
out	AVP	out
,	PUN	,
even	AV0	even
leaving	VVG	leave|leaving
his	DPS	he
bundle	NN1	bundle
behind	AV0	behind
,	PUN	,
and	CJC	and
get	VVB	get
into	PRP	into
the	AT0	the
cart	NN1	cart
without	PRP	without
Jacob	NP0	jacob
!	SENT	!
But	CJC	but
there	EX0	there
was	VBD	be
a	AT0	a
new	AJ0	new
obstacle	NN1	obstacle
.	SENT	.
Jacob	NP0	jacob
had	VHD	have
recently	AV0	recently
discovered	VVN	discover
a	AT0	a
remnant	NN1	remnant
of	PRF	of
sugar-candy	NN1	sugar-candy
in	PRP	in
one	CRD	one
of	PRF	of
his	DPS	he
brother	NN1	brother
's	POS	's
tail-pockets	NN2	tail-pockets
;	PUN	;
and	CJC	and
,	PUN	,
since	CJS	since
then	AV0	then
,	PUN	,
had	VHD	have
cautiously	AV0	cautiously
kept	VVN	keep
his	DPS	he
hold	NN1	hold
on	PRP	on
that	DT0	that
limb	NN1	limb
of	PRF	of
the	AT0	the
garment	NN1	garment
,	PUN	,
perhaps	AV0	perhaps
with	PRP	with
an	AT0	an
expectation	NN1	expectation
that	CJT	that
there	EX0	there
would	VM0	would
be	VBI	be
a	AT0	a
further	AJC	far
development	NN1	development
of	PRF	of
sugar-candy	NN1	sugar-candy
after	PRP	after
a	AT0	a
longer	AJC	long
or	CJC	or
shorter	AJC	short
interval	NN1	interval
.	SENT	.
Now	AV0	now
every	AT0	every
one	PNI	one
who	PNQ	who
has	VHZ	have
worn	VVN	wear|worn
a	AT0	a
coat	NN1	coat
will	VM0	will
understand	VVI	understand
the	AT0	the
sensibilities	NN2	sensibility
that	CJT	that
must	VM0	must
keep	VVI	keep
a	AT0	a
man	NN1	man
from	PRP	from
starting	VVG	start|starting
away	AV0	away
in	PRP	in
a	AT0	a
hurry	NN1	hurry
when	CJS	when
there	EX0	there
is	VBZ	be
a	AT0	a
grasp	NN1	grasp
on	PRP	on
his	DPS	he
coat-tail	NN1	coat-tail
.	SENT	.
David	NP0	david
looked	VVD	look
forward	AV0	forward
to	PRP	to
being	VBG	be
well	AV0	well
received	VVN	receive|received
among	PRP	among
strangers	NN2	stranger
,	PUN	,
but	CJC	but
it	PNP	it
might	VM0	might
make	VVI	make
a	AT0	a
difference	NN1	difference
if	CJS	if
he	PNP	he
had	VHD	have
only	AV0	only
one	CRD	one
tail	NN1	tail
to	PRP	to
his	DPS	he
coat	NN1	coat
.	SENT	.
He	PNP	he
felt	VVD	feel
himself	PNX	himself
in	PRP	in
a	AT0	a
cold	AJ0	cold
perspiration	NN1	perspiration
.	SENT	.
He	PNP	he
could	VM0	could
walk	VVI	walk
no	AV0	no
more	AV0	more
:	PUN	:
he	PNP	he
must	VM0	must
get	VVI	get
into	PRP	into
the	AT0	the
cart	NN1	cart
and	CJC	and
let	VVB	let
Jacob	NP0	jacob
get	VVB	get
in	AVP	in
with	PRP	with
him	PNP	he
.	SENT	.
Presently	AV0	presently
a	AT0	a
cheering	AJ0	cheer|cheering
idea	NN1	idea
occurred	VVD	occur
to	PRP	to
him	PNP	he
:	PUN	:
after	CJS	after
so	AV0	so
large	AJ0	large
a	AT0	a
breakfast	NN1	breakfast
,	PUN	,
Jacob	NP0	jacob
would	VM0	would
be	VBI	be
sure	AJ0	sure
to	TO0	to
go	VVI	go
to	TO0	to
sleep	VVI	sleep
in	PRP	in
the	AT0	the
cart	NN1	cart
;	PUN	;
you	PNP	you
see	VVB	see
at	PRP	at
once	AV0	once
that	CJT	that
David	NP0	david
meant	VVD	mean
to	TO0	to
seize	VVI	seize
his	DPS	he
bundle	NN1	bundle
,	PUN	,
jump	VVB	jump
out	AVP	out
,	PUN	,
and	CJC	and
be	VBI	be
free	AJ0	free
.	SENT	.
His	DPS	he
expectation	NN1	expectation
was	VBD	be
partly	AV0	partly
fulfilled	VVN	fulfil|fulfilled
:	PUN	:
Jacob	NP0	jacob
did	VDD	do
go	VVI	go
to	TO0	to
sleep	VVI	sleep
in	PRP	in
the	AT0	the
cart	NN1	cart
,	PUN	,
but	CJC	but
it	PNP	it
was	VBD	be
in	PRP	in
a	AT0	a
peculiar	AJ0	peculiar
attitude	NN1	attitude
it	PNP	it
was	VBD	be
with	PRP	with
his	DPS	he
arms	NN2	arm
tightly	AV0	tightly
fastened	VVD	fasten
round	AVP	round
his	DPS	he
dear	AJ0	dear
brother	NN1	brother
's	POS	's
body	NN1	body
;	PUN	;
and	CJC	and
if	CJS	if
ever	AV0	ever
David	NP0	david
attempted	VVD	attempt|attempted
to	TO0	to
move	VVI	move
,	PUN	,
the	AT0	the
grasp	NN1	grasp
tightened	VVN	tighten
with	PRP	with
the	AT0	the
force	NN1	force
of	PRF	of
an	AT0	an
affectionate	AJ0	affectionate
boa-constrictor	NN1	boa-constrictor
.	SENT	.
"	PUQ	"
Th	NP0	th
'	POS	'
